Tree ID,Common Name,Condition Class,Longitude,Latitude,Dbh 1,Dbh 2,Dbh 3,Dbh 4,Dbh 5,Dbh 6,ObservedBTMNests,DistancetoWater,Entry Source,Tree Type (Ornamental | Fruiting / Flowering | Bush),"Priority (1: High, 2: Med, 3: Low)"
56,Birch-River ,Good ,-69.62715524,44.55162685,4,2,1,...,...,...,2,<25' ,Bartlett Feb 2077,Ornamental,
58,Birch-River ,Good ,-69.62714661,44.55170741,4,4,3,1,...,...,2,<25' ,Bartlett Feb 2079,Ornamental,
48,Birch-River ,Good ,-69.62718863,44.55115757,3,3,...,...,...,...,2,25-250' ,Bartlett Feb 2069,Ornamental,
49,Birch-River ,Good ,-69.62722403,44.55123127,3,3,2,2,...,...,2,25-250' ,Bartlett Feb 2070,Ornamental,
344,Cherry-Black ,Good ,-69.66265294,44.52884177,5,...,...,...,...,...,2,>250' ,Bartlett Feb 2365,Fruiting / Flowering,
354,Cherry-Black ,Fair ,-69.66227158,44.52868892,7,...,...,...,...,...,2,>250' ,Bartlett Feb 2375,Fruiting / Flowering,
459,Cherry-Black ,Poor ,-69.66119577,44.5274077,8,...,...,...,...,...,2,>250' ,Bartlett Feb 2480,Fruiting / Flowering,
355,Cherry-Black ,Fair ,-69.66226028,44.52868306,9,...,...,...,...,...,2,>250' ,Bartlett Feb 2376,Fruiting / Flowering,
384,Crabapple ,Fair ,-69.66054024,44.53417572,8,...,...,...,...,...,2,>250' ,Bartlett Feb 2405,Fruiting / Flowering,
31,Crabapple ,Good ,-69.62746248,44.55081672,5,...,...,...,...,...,2,25-250' ,Bartlett Feb 2052,Fruiting / Flowering,
122,Elm-American ,Good ,-69.63363084,44.55084216,4,...,...,...,...,...,2,>250' ,Bartlett Feb 2143,Ornamental,
123,Elm-American ,Good ,-69.63375148,44.55085845,8,...,...,...,...,...,2,>250' ,Bartlett Feb 2144,Ornamental,
335,Elm-American ,Poor ,-69.6427559,44.53467235,12,...,...,...,...,...,2,25-250' ,Bartlett Feb 2356,Ornamental,
106,Linden-Littleleaf ,Good ,-69.62918076,44.54953646,2,...,...,...,...,...,2,>250' ,Bartlett Feb 2127,Fruiting / Flowering,
234,Maple-Boxelder ,Poor ,-69.62833024,44.55019436,14,...,...,...,...,...,2,>250' ,Bartlett Feb 2255,Ornamental,
279,Maple-Boxelder ,Fair ,-69.64368957,44.53447074,12,...,...,...,...,...,2,25-250' ,Bartlett Feb 2300,Ornamental,
265,Maple-Freeman's ,Good ,-69.63054984,44.56715868,14,...,...,...,...,...,2,>250' ,Bartlett Feb 2286,Ornamental,
262,Maple-Freeman's ,Good ,-69.63026018,44.56711401,18,...,...,...,...,...,2,>250' ,Bartlett Feb 2283,Ornamental,
421,Maple-Norway ,Fair ,-69.65886908,44.53409077,7,...,...,...,...,...,2,>250' ,Bartlett Feb 2442,Ornamental,
363,Maple-Norway ,Good ,-69.66046955,44.53369862,8,...,...,...,...,...,2,>250' ,Bartlett Feb 2384,Ornamental,
215,Maple-Norway ,Fair ,-69.62819122,44.55231878,9,...,...,...,...,...,2,>250' ,Bartlett Feb 2236,Ornamental,
210,Maple-Norway ,Good ,-69.62817355,44.55267313,10,8,7,6,...,...,2,>250' ,Bartlett Feb 2231,Ornamental,
214,Maple-Norway ,Good ,-69.62820363,44.55232415,10,8,7,...,...,...,2,>250' ,Bartlett Feb 2235,Ornamental,
220,Maple-Norway ,Good ,-69.62818192,44.55213462,10,6,...,...,...,...,2,>250' ,Bartlett Feb 2241,Ornamental,
223,Maple-Norway ,Poor ,-69.62822573,44.55196625,10,...,...,...,...,...,2,>250' ,Bartlett Feb 2244,Ornamental,
227,Maple-Norway ,Good ,-69.62822185,44.55153132,12,...,...,...,...,...,2,>250' ,Bartlett Feb 2248,Ornamental,
361,Maple-Norway ,Good ,-69.66043364,44.53360227,12,...,...,...,...,...,2,>250' ,Bartlett Feb 2382,Ornamental,
221,Maple-Norway ,Good ,-69.6281979,44.55212828,13,1...,...,...,...,...,2,>250' ,Bartlett Feb 2242,Ornamental,
175,Maple-Norway ,Good ,-69.64617043,44.56322208,14,...,...,...,...,...,2,>250' ,Bartlett Feb 2196,Ornamental,
209,Maple-Norway ,Good ,-69.62817362,44.55274113,14,11,11,...,...,...,2,>250' ,Bartlett Feb 2230,Ornamental,
176,Maple-Norway ,Good ,-69.64633235,44.56335366,15,...,...,...,...,...,2,>250' ,Bartlett Feb 2197,Ornamental,
296,Maple-Norway ,Good ,-69.64320039,44.53460532,8,...,...,...,...,...,2,25-250' ,Bartlett Feb 2317,Ornamental,
328,Maple-Norway ,Fair ,-69.64270538,44.53475359,9,...,...,...,...,...,2,25-250' ,Bartlett Feb 2349,Ornamental,
282,Maple-Norway ,Good ,-69.64356065,44.53453711,10,...,...,...,...,...,2,25-250' ,Bartlett Feb 2303,Ornamental,
337,Maple-Norway ,Good ,-69.66145628,44.5296817,18,...,...,...,...,...,2,25-250' ,Bartlett Feb 2358,Ornamental,
609,Maple-Red ,Good ,-69.6551006,44.58026169,7,...,...,...,...,...,2,>250' ,Bartlett Feb 2587,Ornamental,
435,Maple-Red ,Fair ,-69.65919484,44.53417385,14,14,1...,8,8,7,2,>250' ,Bartlett Feb 2456,Ornamental,
134,Maple-Sugar ,Good ,-69.63581713,44.54761293,5,...,...,...,...,...,2,>250' ,Bartlett Feb 2155,Fruiting / Flowering,
246,Maple-Sugar ,Good ,-69.64528497,44.56175893,7,...,...,...,...,...,2,>250' ,Bartlett Feb 2267,Fruiting / Flowering,
247,Maple-Sugar ,Good ,-69.64539458,44.56167186,7,...,...,...,...,...,2,>250' ,Bartlett Feb 2268,Fruiting / Flowering,
268,Maple-Sugar ,Poor ,-69.63086446,44.56725279,10,...,...,...,...,...,2,>250' ,Bartlett Feb 2289,Fruiting / Flowering,
96,Maple-Sugar ,Good ,-69.62744377,44.55283141,3,...,...,...,...,...,2,25-250' ,Bartlett Feb 2117,Fruiting / Flowering,
98,Maple-Sugar ,Good ,-69.6273906,44.55294809,3,...,...,...,...,...,2,25-250' ,Bartlett Feb 2119,Fruiting / Flowering,
99,Maple-Sugar ,Good ,-69.62746233,44.55296135,3,...,...,...,...,...,2,25-250' ,Bartlett Feb 2120,Fruiting / Flowering,
201,Maple-Sugar ,Good ,-69.62743727,44.55309552,3,...,...,...,...,...,2,25-250' ,Bartlett Feb 2222,Fruiting / Flowering,
91,Oak-Northern Red ,Good ,-69.62719854,44.55291042,3,...,...,...,...,...,2,<25' ,Bartlett Feb 2112,Ornamental,
495,Oak-Northern Red ,Good ,-69.65590094,44.58044206,4,...,...,...,...,...,2,>250' ,Bartlett Feb 2516,Ornamental,
367,Oak-Northern Red ,Fair ,-69.66053115,44.53378262,5,...,...,...,...,...,2,>250' ,Bartlett Feb 2388,Ornamental,
494,Oak-Northern Red ,Good ,-69.65588901,44.58049187,6,...,...,...,...,...,2,>250' ,Bartlett Feb 2515,Ornamental,
499,Oak-Northern Red ,Good ,-69.65518239,44.58016492,6,...,...,...,...,...,2,>250' ,Bartlett Feb 2520,Ornamental,
386,Oak-Northern Red ,Good ,-69.66018735,44.53423968,7,...,...,...,...,...,2,>250' ,Bartlett Feb 2407,Ornamental,
601,Oak-Northern Red ,Good ,-69.65527727,44.58044174,7,...,...,...,...,...,2,>250' ,Bartlett Feb 2579,Ornamental,
500,Oak-Northern Red ,Good ,-69.65520043,44.58015056,8,...,...,...,...,...,2,>250' ,Bartlett Feb 2521,Ornamental,
527,Oak-Northern Red ,Good ,-69.6543411,44.57859909,8,...,...,...,...,...,2,>250' ,Bartlett Feb 2548,Ornamental,
523,Oak-Northern Red ,Good ,-69.65451481,44.57905045,10,...,...,...,...,...,2,>250' ,Bartlett Feb 2544,Ornamental,
302,Oak-Northern Red ,Good ,-69.63101194,44.56768366,11,...,...,...,...,...,2,>250' ,Bartlett Feb 2323,Ornamental,
628,Oak-Northern Red ,Good ,-69.65458121,44.57921965,11,...,...,...,...,...,2,>250' ,Bartlett Feb 2606,Ornamental,
44,Oak-Northern Red ,Poor ,-69.62778401,44.55094834,2,...,...,...,...,...,2,25-250' ,Bartlett Feb 2065,Ornamental,
47,Oak-Northern Red ,Good ,-69.62743392,44.5511538,3,...,...,...,...,...,2,25-250' ,Bartlett Feb 2068,Ornamental,
433,Poplar-Aspen ,Fair ,-69.65900871,44.53403201,6,...,...,...,...,...,2,>250' ,Bartlett Feb 2454,Ornamental,
464,Poplar-Aspen ,Fair ,-69.66074716,44.52720981,6,...,...,...,...,...,2,>250' ,Bartlett Feb 2485,Ornamental,
470,Poplar-Aspen ,Good ,-69.66046343,44.52706387,9,...,...,...,...,...,2,>250' ,Bartlett Feb 2491,Ornamental,
381,Poplar-Bigtooth Aspen ,Good ,-69.66071334,44.53418194,7,...,...,...,...,...,2,>250' ,Bartlett Feb 2402,Ornamental,
472,Poplar-Bigtooth Aspen ,Fair ,-69.66031406,44.52703225,12,...,...,...,...,...,2,>250' ,Bartlett Feb 2493,Ornamental,
12,Ash-Black ,Fair ,-69.64589251,44.56243805,7,...,...,...,...,...,0,>250' ,Bartlett Feb 2033,Ornamental,
13,Ash-Black ,Good ,-69.646085,44.56239003,7,...,...,...,...,...,0,>250' ,Bartlett Feb 2034,Ornamental,
11,Ash-Black ,Fair ,-69.64594883,44.5624836,9,...,...,...,...,...,0,>250' ,Bartlett Feb 2032,Ornamental,
208,Ash-Black ,Good ,-69.62809589,44.55312133,10,1...,8,...,...,...,0,>250' ,Bartlett Feb 2229,Ornamental,
415,Ash-Green ,Good ,-69.66212271,44.52864173,5,...,...,...,...,...,0,>250' ,Bartlett Feb 2436,Ornamental,
419,Ash-Green ,Good ,-69.66228142,44.52871313,5,...,...,...,...,...,0,>250' ,Bartlett Feb 2440,Ornamental,
453,Ash-Green ,Good ,-69.66127985,44.52756641,5,...,...,...,...,...,0,>250' ,Bartlett Feb 2474,Ornamental,
414,Ash-Green ,Good ,-69.66212275,44.52862035,6,...,...,...,...,...,0,>250' ,Bartlett Feb 2435,Ornamental,
450,Ash-Green ,Good ,-69.66125741,44.52765066,6,...,...,...,...,...,0,>250' ,Bartlett Feb 2471,Ornamental,
454,Ash-Green ,Good ,-69.66127555,44.52751999,6,...,...,...,...,...,0,>250' ,Bartlett Feb 2475,Ornamental,
360,Ash-Green ,Good ,-69.66036438,44.5335723,7,...,...,...,...,...,0,>250' ,Bartlett Feb 2381,Ornamental,
451,Ash-Green ,Good ,-69.66131876,44.52755742,7,5,...,...,...,...,0,>250' ,Bartlett Feb 2472,Ornamental,
452,Ash-Green ,Good ,-69.6613195,44.52755911,7,...,...,...,...,...,0,>250' ,Bartlett Feb 2473,Ornamental,
462,Ash-Green ,Good ,-69.66091603,44.52730561,8,...,...,...,...,...,0,>250' ,Bartlett Feb 2483,Ornamental,
148,Ash-Green ,Fair ,-69.63278761,44.54601561,9,...,...,...,...,...,0,>250' ,Bartlett Feb 2169,Ornamental,
418,Ash-Green ,Good ,-69.66224096,44.52869393,10,...,...,...,...,...,0,>250' ,Bartlett Feb 2439,Ornamental,
14,Ash-Green ,Good ,-69.64601761,44.56237073,11,...,...,...,...,...,0,>250' ,Bartlett Feb 2035,Ornamental,
449,Ash-Green ,Good ,-69.6613353,44.52773077,12,...,...,...,...,...,0,>250' ,Bartlett Feb 2470,Ornamental,
149,Ash-Green ,Good ,-69.63287827,44.54607363,13,...,...,...,...,...,0,>250' ,Bartlett Feb 2170,Ornamental,
417,Ash-Green ,Good ,-69.66214485,44.52868195,13,...,...,...,...,...,0,>250' ,Bartlett Feb 2438,Ornamental,
21,Ash-Green ,Good ,-69.63057267,44.56236789,14,...,...,...,...,...,0,>250' ,Bartlett Feb 2042,Ornamental,
18,Ash-Green ,Good ,-69.63049274,44.56249971,15,...,...,...,...,...,0,>250' ,Bartlett Feb 2039,Ornamental,
503,Ash-Green ,Good ,-69.65500827,44.57985172,15,...,...,...,...,...,0,>250' ,Bartlett Feb 2524,Ornamental,
416,Ash-Green ,Good ,-69.66213098,44.52868401,17,...,...,...,...,...,0,>250' ,Bartlett Feb 2437,Ornamental,
4,Ash-Green ,Good ,-69.64499615,44.56214932,21,...,...,...,...,...,0,>250' ,Bartlett Feb 2025,Ornamental,
358,Ash-Green ,Fair ,-69.66023061,44.53345698,24,...,...,...,...,...,0,>250' ,Bartlett Feb 2379,Ornamental,
184,Ash-Green ,Good ,-69.64793841,44.56468515,10,...,...,...,...,...,0,25-250' ,Bartlett Feb 2205,Ornamental,
8,Ash-Green ,Good ,-69.64648709,44.56202372,12,...,...,...,...,...,0,25-250' ,Bartlett Feb 2029,Ornamental,
7,Ash-Green ,Good ,-69.64641177,44.56196783,13,...,...,...,...,...,0,25-250' ,Bartlett Feb 2028,Ornamental,
10,Ash-Green ,Poor ,-69.64667151,44.56212773,13,...,...,...,...,...,0,25-250' ,Bartlett Feb 2031,Ornamental,
186,Ash-Green ,Good ,-69.64813773,44.56485917,13,...,...,...,...,...,0,25-250' ,Bartlett Feb 2207,Ornamental,
17,Ash-Green ,Good ,-69.64670203,44.56220275,15,...,...,...,...,...,0,25-250' ,Bartlett Feb 2038,Ornamental,
9,Ash-Green ,Poor ,-69.64659459,44.56208688,16,...,...,...,...,...,0,25-250' ,Bartlett Feb 2030,Ornamental,
5,Ash-Green ,Good ,-69.64625049,44.56185291,18,...,...,...,...,...,0,25-250' ,Bartlett Feb 2026,Ornamental,
228,Ash-White ,Good ,-69.62817896,44.5507748,3,2,2,1,1,...,0,>250' ,Bartlett Feb 2249,Ornamental,
390,Ash-White ,Poor ,-69.6592438,44.52755863,5,...,...,...,...,...,0,>250' ,Bartlett Feb 2411,Ornamental,
365,Ash-White ,Good ,-69.66049002,44.53373404,6,...,...,...,...,...,0,>250' ,Bartlett Feb 2386,Ornamental,
366,Ash-White ,Poor ,-69.66052149,44.53379658,6,...,...,...,...,...,0,>250' ,Bartlett Feb 2387,Ornamental,
389,Ash-White ,Poor ,-69.65919482,44.52761053,6,...,...,...,...,...,0,>250' ,Bartlett Feb 2410,Ornamental,
431,Ash-White ,Good ,-69.65908037,44.53410169,6,...,...,...,...,...,0,>250' ,Bartlett Feb 2452,Ornamental,
432,Ash-White ,Good ,-69.65903201,44.53405363,6,6,6,6,5,...,0,>250' ,Bartlett Feb 2453,Ornamental,
487,Ash-White ,Good ,-69.65657839,44.581199,6,...,...,...,...,...,0,>250' ,Bartlett Feb 2508,Ornamental,
509,Ash-White ,Good ,-69.65470291,44.57912686,6,...,...,...,...,...,0,>250' ,Bartlett Feb 2530,Ornamental,
614,Ash-White ,Good ,-69.65496195,44.5800711,6,...,...,...,...,...,0,>250' ,Bartlett Feb 2592,Ornamental,
229,Ash-White ,Good ,-69.62814937,44.55061341,7,...,...,...,...,...,0,>250' ,Bartlett Feb 2250,Ornamental,
371,Ash-White ,Poor ,-69.660664,44.53388939,7,...,...,...,...,...,0,>250' ,Bartlett Feb 2392,Ornamental,
391,Ash-White ,Poor ,-69.65924315,44.52745821,7,...,...,...,...,...,0,>250' ,Bartlett Feb 2412,Ornamental,
440,Ash-White ,Good ,-69.65962359,44.53418581,7,...,...,...,...,...,0,>250' ,Bartlett Feb 2461,Ornamental,
425,Ash-White ,Good ,-69.65896764,44.53412625,8,...,...,...,...,...,0,>250' ,Bartlett Feb 2446,Ornamental,
522,Ash-White ,Poor ,-69.65455173,44.57907147,8,8,...,...,...,...,0,>250' ,Bartlett Feb 2543,Ornamental,
370,Ash-White ,Fair ,-69.66053675,44.53381194,9,...,...,...,...,...,0,>250' ,Bartlett Feb 2391,Ornamental,
392,Ash-White ,Poor ,-69.65930333,44.5273026,9,...,...,...,...,...,0,>250' ,Bartlett Feb 2413,Ornamental,
420,Ash-White ,Fair ,-69.65882396,44.53406609,9,...,...,...,...,...,0,>250' ,Bartlett Feb 2441,Ornamental,
617,Ash-White ,Good ,-69.65487207,44.57998129,9,...,...,...,...,...,0,>250' ,Bartlett Feb 2595,Ornamental,
171,Ash-White ,Poor ,-69.63458309,44.54596771,10,...,...,...,...,...,0,>250' ,Bartlett Feb 2192,Ornamental,
376,Ash-White ,Good ,-69.66076853,44.53402976,10,...,...,...,...,...,0,>250' ,Bartlett Feb 2397,Ornamental,
422,Ash-White ,Fair ,-69.65891494,44.53409026,10,...,...,...,...,...,0,>250' ,Bartlett Feb 2443,Ornamental,
508,Ash-White ,Good ,-69.65471286,44.57915674,10,...,...,...,...,...,0,>250' ,Bartlett Feb 2529,Ornamental,
378,Ash-White ,Good ,-69.66071671,44.53403109,11,...,...,...,...,...,0,>250' ,Bartlett Feb 2399,Ornamental,
496,Ash-White ,Good ,-69.65536307,44.58031352,11,...,...,...,...,...,0,>250' ,Bartlett Feb 2517,Ornamental,
505,Ash-White ,Good ,-69.65497191,44.57971781,11,...,...,...,...,...,0,>250' ,Bartlett Feb 2526,Ornamental,
135,Ash-White ,Fair ,-69.63481117,44.54577818,12,8,...,...,...,...,0,>250' ,Bartlett Feb 2156,Ornamental,
368,Ash-White ,Fair ,-69.66056451,44.53379963,12,...,...,...,...,...,0,>250' ,Bartlett Feb 2389,Ornamental,
369,Ash-White ,Fair ,-69.66056436,44.53381506,12,11,...,...,...,...,0,>250' ,Bartlett Feb 2390,Ornamental,
375,Ash-White ,Good ,-69.66071255,44.53399366,12,...,...,...,...,...,0,>250' ,Bartlett Feb 2396,Ornamental,
377,Ash-White ,Good ,-69.66077438,44.53402674,12,...,...,...,...,...,0,>250' ,Bartlett Feb 2398,Ornamental,
511,Ash-White ,Fair ,-69.65464951,44.57900704,12,...,...,...,...,...,0,>250' ,Bartlett Feb 2532,Ornamental,
456,Ash-White ,Good ,-69.66125904,44.52744635,15,...,...,...,...,...,0,>250' ,Bartlett Feb 2477,Ornamental,
387,Ash-White ,Good ,-69.66026335,44.53435602,16,1...,...,...,...,...,0,>250' ,Bartlett Feb 2408,Ornamental,
373,Ash-White ,Good ,-69.66072207,44.53402718,17,...,...,...,...,...,0,>250' ,Bartlett Feb 2394,Ornamental,
506,Ash-White ,Good ,-69.65496013,44.5796295,20,...,...,...,...,...,0,>250' ,Bartlett Feb 2527,Ornamental,
372,Ash-White ,Good ,-69.66066448,44.53392025,21,19,...,...,...,...,0,>250' ,Bartlett Feb 2393,Ornamental,
497,Ash-White ,Good ,-69.65526482,44.58025061,21,...,...,...,...,...,0,>250' ,Bartlett Feb 2518,Ornamental,
26,Ash-White ,Good ,-69.62773993,44.55078428,5,...,...,...,...,...,0,25-250' ,Bartlett Feb 2047,Ornamental,
34,Ash-White ,Fair ,-69.62767459,44.55070357,6,...,...,...,...,...,0,25-250' ,Bartlett Feb 2055,Ornamental,
398,Ash-White ,Good ,-69.65954621,44.52694167,6,...,...,...,...,...,0,25-250' ,Bartlett Feb 2419,Ornamental,
27,Ash-White ,Fair ,-69.62768555,44.55084344,7,...,...,...,...,...,0,25-250' ,Bartlett Feb 2048,Ornamental,
364,Beech-American ,Fair ,-69.66049525,44.53371769,12,...,...,...,...,...,0,>250' ,Bartlett Feb 2385,Ornamental,
627,Birch-Paper ,Good ,-69.65459642,44.57922567,5,6,...,...,...,...,0,>250' ,Bartlett Feb 2605,Ornamental,
490,Birch-Paper ,Good ,-69.6560053,44.58062281,6,...,...,...,...,...,0,>250' ,Bartlett Feb 2511,Ornamental,
626,Birch-Paper ,Good ,-69.65463902,44.57929706,7,...,...,...,...,...,0,>250' ,Bartlett Feb 2604,Ornamental,
359,Birch-Paper ,Good ,-69.66029106,44.53347953,9,...,...,...,...,...,0,>250' ,Bartlett Feb 2380,Ornamental,
518,Birch-Paper ,Good ,-69.65468104,44.57941279,9,5,...,...,...,...,0,>250' ,Bartlett Feb 2539,Ornamental,
159,Birch-Paper ,Good ,-69.63355749,44.5464196,13,...,...,...,...,...,0,>250' ,Bartlett Feb 2180,Ornamental,
475,Birch-Paper ,Poor ,-69.65975225,44.52693828,11,8,...,...,...,...,0,25-250' ,Bartlett Feb 2496,Ornamental,
78,Birch-River ,Poor ,-69.62726698,44.55263141,1,...,...,...,...,...,0,<25' ,Bartlett Feb 2099,Ornamental,
72,Birch-River ,Good ,-69.62722375,44.55251928,2,2,2,...,...,...,0,<25' ,Bartlett Feb 2093,Ornamental,
73,Birch-River ,Good ,-69.62716716,44.55257609,2,2,2,1,...,...,0,<25' ,Bartlett Feb 2094,Ornamental,
54,Birch-River ,Good ,-69.62704316,44.5515117,3,3,1,1,...,...,0,<25' ,Bartlett Feb 2075,Ornamental,
57,Birch-River ,Good ,-69.62719541,44.55166743,3,3,1,...,...,...,0,<25' ,Bartlett Feb 2078,Ornamental,
65,Birch-River ,Good ,-69.62712477,44.55228637,3,2,1,1,...,...,0,<25' ,Bartlett Feb 2086,Ornamental,
67,Birch-River ,Good ,-69.62722306,44.55235753,3,3,3,...,...,...,0,<25' ,Bartlett Feb 2088,Ornamental,
69,Birch-River ,Good ,-69.62715494,44.5524321,3,1,1,...,...,...,0,<25' ,Bartlett Feb 2090,Ornamental,
66,Birch-River ,Good ,-69.62719614,44.55231663,4,3,1,...,...,...,0,<25' ,Bartlett Feb 2087,Ornamental,
76,Birch-River ,Good ,-69.6271921,44.55268889,4,2,2,1,...,...,0,<25' ,Bartlett Feb 2097,Ornamental,
94,Birch-River ,Good ,-69.62741295,44.5528875,2,2,2,2,2,...,0,25-250' ,Bartlett Feb 2115,Ornamental,
50,Birch-River ,Fair ,-69.62723514,44.55127531,3,2,1,...,...,...,0,25-250' ,Bartlett Feb 2071,Ornamental,
81,Birch-River ,Good ,-69.62738108,44.5526602,3,2,2,2,...,...,0,25-250' ,Bartlett Feb 2102,Ornamental,
92,Birch-River ,Fair ,-69.62734546,44.55291072,3,3,2,1,...,...,0,25-250' ,Bartlett Feb 2113,Ornamental,
93,Birch-River ,Good ,-69.62739787,44.55291468,3,3,2,...,...,...,0,25-250' ,Bartlett Feb 2114,Ornamental,
346,Cherry-Black ,Poor ,-69.66257096,44.52881244,8,...,...,...,...,...,0,>250' ,Bartlett Feb 2367,Fruiting / Flowering,
457,Cherry-Black ,Dead ,-69.66125847,44.52740197,8,...,...,...,...,...,0,>250' ,Bartlett Feb 2478,Fruiting / Flowering,
460,Cherry-Black ,Fair ,-69.66113757,44.52734815,8,...,...,...,...,...,0,>250' ,Bartlett Feb 2481,Fruiting / Flowering,
113,Elm-American ,Fair ,-69.63290179,44.55084571,2,...,...,...,...,...,0,>250' ,Bartlett Feb 2134,Ornamental,
120,Elm-American ,Fair ,-69.63336672,44.55080302,2,...,...,...,...,...,0,>250' ,Bartlett Feb 2141,Ornamental,
15,Elm-American ,Dead ,-69.64579829,44.56226307,5,...,...,...,...,...,0,>250' ,Bartlett Feb 2036,Ornamental,
481,Elm-American ,Poor ,-69.65986478,44.52698952,5,...,...,...,...,...,0,25-250' ,Bartlett Feb 2502,Ornamental,
336,Elm-American ,Poor ,-69.64302478,44.53468325,10,...,...,...,...,...,0,25-250' ,Bartlett Feb 2357,Ornamental,
124,Ginkgo ,Good ,-69.63353144,44.55100537,11,...,...,...,...,...,0,>250' ,Bartlett Feb 2145,Ornamental,
52,Honeylocust-Thornless Common ,Good ,-69.6271779,44.55135179,3,...,...,...,...,...,0,<25' ,Bartlett Feb 2073,Fruiting / Flowering,
53,Honeylocust-Thornless Common ,Good ,-69.62713498,44.55146478,3,...,...,...,...,...,0,<25' ,Bartlett Feb 2074,Fruiting / Flowering,
55,Honeylocust-Thornless Common ,Good ,-69.62717293,44.55159065,3,...,...,...,...,...,0,<25' ,Bartlett Feb 2076,Fruiting / Flowering,
182,Honeylocust-Thornless Common ,Good ,-69.64730043,44.56412779,20,...,...,...,...,...,0,>250' ,Bartlett Feb 2203,Fruiting / Flowering,
150,Honeylocust-Thornless Common ,Good ,-69.63302203,44.54616133,21,...,...,...,...,...,0,>250' ,Bartlett Feb 2171,Fruiting / Flowering,
183,Honeylocust-Thornless Common ,Good ,-69.64739607,44.56422083,21,...,...,...,...,...,0,>250' ,Bartlett Feb 2204,Fruiting / Flowering,
131,Honeylocust-Thornless Common ,Good ,-69.63315978,44.55124643,25,...,...,...,...,...,0,>250' ,Bartlett Feb 2152,Fruiting / Flowering,
82,Honeylocust-Thornless Common ,Fair ,-69.62749804,44.5526394,3,...,...,...,...,...,0,25-250' ,Bartlett Feb 2103,Fruiting / Flowering,
83,Honeylocust-Thornless Common ,Good ,-69.62750592,44.55256399,3,...,...,...,...,...,0,25-250' ,Bartlett Feb 2104,Fruiting / Flowering,
84,Honeylocust-Thornless Common ,Good ,-69.6275226,44.55247297,3,...,...,...,...,...,0,25-250' ,Bartlett Feb 2105,Fruiting / Flowering,
85,Honeylocust-Thornless Common ,Good ,-69.62746561,44.55239309,3,...,...,...,...,...,0,25-250' ,Bartlett Feb 2106,Fruiting / Flowering,
86,Honeylocust-Thornless Common ,Fair ,-69.62738693,44.5523417,3,...,...,...,...,...,0,25-250' ,Bartlett Feb 2107,Fruiting / Flowering,
87,Honeylocust-Thornless Common ,Good ,-69.6273077,44.55230811,3,...,...,...,...,...,0,25-250' ,Bartlett Feb 2108,Fruiting / Flowering,
104,Honeylocust-Thornless Common ,Good ,-69.62962292,44.54958675,14,...,...,...,...,...,0,25-250' ,Bartlett Feb 2125,Fruiting / Flowering,
187,Honeylocust-Thornless Common ,Good ,-69.64836331,44.56501944,14,...,...,...,...,...,0,25-250' ,Bartlett Feb 2208,Fruiting / Flowering,
132,Horsechestnut-Common ,Fair ,-69.63315023,44.55112273,19,...,...,...,...,...,0,>250' ,Bartlett Feb 2153,Fruiting / Flowering,
128,Lilac-Japanese Tree ,Good ,-69.63371266,44.55132367,6,...,...,...,...,...,0,>250' ,Bartlett Feb 2149,Fruiting / Flowering,
356,Linden-Littleleaf ,Good ,-69.66029276,44.53327968,12,12,11,...,...,...,0,>250' ,Bartlett Feb 2377,Fruiting / Flowering,
108,Linden-Littleleaf ,Good ,-69.62902753,44.54952102,14,...,...,...,...,...,0,>250' ,Bartlett Feb 2129,Fruiting / Flowering,
109,Linden-Littleleaf ,Good ,-69.62902942,44.54959769,15,...,...,...,...,...,0,>250' ,Bartlett Feb 2130,Fruiting / Flowering,
181,Linden-Littleleaf ,Good ,-69.64717981,44.56404483,18,...,...,...,...,...,0,>250' ,Bartlett Feb 2202,Fruiting / Flowering,
107,Linden-Littleleaf ,Fair ,-69.62905829,44.54946569,23,...,...,...,...,...,0,>250' ,Bartlett Feb 2128,Fruiting / Flowering,
136,Linden-Littleleaf ,Poor ,-69.63463146,44.54580237,33,...,...,...,...,...,0,>250' ,Bartlett Feb 2157,Fruiting / Flowering,
138,Linden-Littleleaf ,Fair ,-69.63461065,44.54561383,33,...,...,...,...,...,0,>250' ,Bartlett Feb 2159,Fruiting / Flowering,
185,Linden-Littleleaf ,Good ,-69.64804215,44.5647744,8,...,...,...,...,...,0,25-250' ,Bartlett Feb 2206,Fruiting / Flowering,
151,Locust-Black ,Good ,-69.6328552,44.54621844,7,...,...,...,...,...,0,>250' ,Bartlett Feb 2172,Fruiting / Flowering,
157,Locust-Black ,Good ,-69.6333794,44.54638352,15,...,...,...,...,...,0,>250' ,Bartlett Feb 2178,Fruiting / Flowering,
162,Locust-Black ,Fair ,-69.63368534,44.54647386,16,...,...,...,...,...,0,>250' ,Bartlett Feb 2183,Fruiting / Flowering,
163,Locust-Black ,Good ,-69.63372459,44.54646835,17,...,...,...,...,...,0,>250' ,Bartlett Feb 2184,Fruiting / Flowering,
152,Locust-Black ,Good ,-69.6332622,44.54627605,19,14,...,...,...,...,0,>250' ,Bartlett Feb 2173,Fruiting / Flowering,
160,Locust-Black ,Good ,-69.63361944,44.5464475,19,...,...,...,...,...,0,>250' ,Bartlett Feb 2181,Fruiting / Flowering,
